instant;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp;atemp;hum;windspeed;leaflets;price reduction;casual;registered;cnt
627;18.09.2012;3.0;1;9;0;2;1;2;24.9333;0.565067;130.875;0.357587;795;0;371;3702;4073
109;19.04.2011;2.0;0;4;0;2;1;2;20.2333;0.48925799999999997;99.87495;0.157971;707;0;409;2795;3204
612;03.09.2012;3.0;1;9;1;1;0;1;28.3;0.661629;118.62495;0.151121;469;0;1965;4069;6034
63;04.03.2011;1.0;0;3;0;5;1;2;10.4667;0.255679;91.56255;0.203346;932;1;214;1730;1944
542;25.06.2012;3.0;1;6;0;1;1;1;28.6333;0.654042;75.62505;0.300383;932;1;1139;5640;6779
636;27.09.2012;4.0;1;9;0;4;1;2;26.0;0.607975;103.62495;0.13434200000000002;472;0;751;6642;7393
167;16.06.2011;2.0;0;6;0;4;1;2;25.1333;0.595346;103.24995;0.20647100000000002;462;0;545;3222;3767
259;16.09.2011;3.0;0;9;0;5;1;2;18.7667;0.461475;88.56255;0.164183;467;0;742;4018;4760
87;28.03.2011;;0;3;0;1;1;1;10.5739;0.25757399999999997;45.3261;0.212204;870;0;222;1806;2028
603;25.08.2012;3.0;1;8;0;6;0;2;26.4667;0.618696;106.93755;0.244408;477;0;1829;4224;6053
701;01.12.2012;;1;12;0;6;0;2;11.9333;0.316904;121.00005;0.05970419999999999;602;0;951;4240;5191
337;03.12.2011;4.0;0;12;0;6;0;1;11.9667;0.310604;91.93755;0.0957833;473;0;706;2908;3614
40;09.02.2011;;0;2;0;3;1;2;5.3913;0.144283;74.21745;0.188839;474;0;53;1552;1605
518;01.06.2012;;1;6;0;5;1;2;26.1667;0.607962;113.31255;0.23756300000000002;853;1;533;3594;4127
478;22.04.2012;2.0;1;4;0;-1;0;3;15.8667;0.389504;125.31255;0.344546;603;0;120;907;1027
396;31.01.2012;1.0;1;1;0;2;1;1;15.6;0.381317;62.50005;0.261817;963;0;324;4185;4509
195;14.07.2011;3.0;0;7;0;4;1;1;27.2333;0.635104;71.4375;0.24066700000000002;711;1;888;4196;5084
268;25.09.2011;4.0;0;9;0;0;0;2;25.3667;0.572637;126.75;0.0503792;1030;0;1544;3466;5010
491;05.05.2012;2.0;1;5;0;6;0;2;24.8667;0.584608;113.50005;0.15299200000000002;1007;0;2496;4387;6883
278;05.10.2011;4.0;0;10;0;3;1;1;21.5333;0.527138;97.18755;0.17725;935;0;559;4267;4826
724;24.12.2012;1.0;1;12;0;1;1;2;9.2522;0.2589;;0.07723039999999999;1030;1;174;746;920
186;05.07.2011;3.0;0;7;0;2;1;1;29.8667;0.696338;88.56255;0.12625799999999998;874;0;1031;3634;4665
604;26.08.2012;3.0;1;8;0;0;0;2;26.1333;0.595996;126.87495;0.228858;644;0;1483;3772;5255
476;20.04.2012;2.0;1;4;0;5;1;1;21.0667;0.515775;104.18745;0.149871;507;0;1340;5950;7290
572;25.07.2012;3.0;1;7;0;3;1;1;28.9667;0.654054;67.5;0.1648;789;1;1383;6790;8173
231;19.08.2011;3.0;0;8;0;5;1;2;27.4;0.633221;108.43755;0.139308;687;0;797;3356;4153
280;07.10.2011;;0;10;0;5;1;1;20.4333;0.504404;102.62505;0.0223917;991;0;949;4036;4985
723;23.12.2012;1.0;1;12;0;0;0;1;9.8333;0.259471;77.31255;0.13308299999999998;490;0;408;1379;1787
95;05.04.2011;2.0;0;4;0;2;1;2;16.5667;0.39835;96.31245;0.388067;626;0;167;1628;1795
56;25.02.2011;1.0;0;2;0;5;1;2;14.5739;0.350461;;0.346539;493;0;120;1341;1461
632;23.09.2012;4.0;1;9;0;0;0;1;21.1667;0.518933;70.06245;0.22325799999999998;888;0;2454;5453;7907
371;06.01.2012;1.0;1;1;0;5;1;1;13.3667;0.340267;81.31245;0.167908;559;0;307;3791;4098
170;19.06.2011;2.0;0;6;0;-1;0;2;27.9667;0.645846;100.00005;0.102;1019;0;1639;3105;4744
218;06.08.2011;3.0;0;8;0;6;0;2;28.6667;0.676154;;0.22825;711;0;1521;2773;4294
155;04.06.2011;2.0;0;6;0;6;0;1;25.4;0.594696;68.4375;-1.0;624;0;1869;3473;5342
492;06.05.2012;2.0;1;5;0;0;0;2;22.5;0.546737;111.0;0.14987899999999998;527;0;2135;4224;6359
672;02.11.2012;4.0;1;11;0;5;1;1;14.2;0.356042;78.31245;0.266175;578;0;618;5229;5847
168;17.06.2011;2.0;0;6;0;5;1;1;25.9667;0.600383;110.37495;0.143029;659;1;863;3981;4844
389;24.01.2012;1.0;1;1;0;2;1;1;13.7;0.349108;;0.123767;866;0;439;3900;4339
322;18.11.2011;4.0;0;11;0;5;1;1;10.9667;0.272721;61.5;0.168533;673;0;245;3147;3392
333;29.11.2011;4.0;0;11;0;2;1;2;18.3333;0.451375;124.62495;0.258092;767;0;96;2818;2914
126;06.05.2011;2.0;0;5;0;5;1;1;19.1667;0.474117;;0.228246;695;0;894;3714;4608
504;18.05.2012;2.0;1;5;0;5;1;1;22.5667;0.551121;78.49995;0.136817;550;0;1521;6118;7639
101;11.04.2011;2.0;0;4;0;1;1;2;23.8261;0.565217;107.5434;0.324474;799;0;855;2493;3348
456;31.03.2012;2.0;1;3;0;6;0;2;16.9667;0.42170799999999997;110.74995;0.25061700000000003;538;0;2301;3934;6235
576;29.07.2012;3.0;1;7;0;0;0;1;28.8667;0.667933;93.5625;0.170396;523;0;2153;4444;6597
355;21.12.2011;1.0;0;12;0;3;1;2;17.1333;0.428017;128.74995;0.2214;942;0;107;2553;2660
171;20.06.2011;2.0;0;6;0;1;1;2;25.4;0.595346;111.9375;0.155475;1018;0;699;3311;4010
60;01.03.2011;1.0;0;3;0;2;1;1;10.6667;0.263879;80.25;0.216425;971;0;137;1714;1851
158;07.06.2011;2.0;0;6;0;2;1;1;28.3;0.65595;89.68755;0.187808;464;1;763;4070;4833
308;04.11.2011;4.0;0;11;0;5;1;2;16.1333;0.40339200000000003;93.375;0.271779;769;0;470;3576;4046
302;29.10.2011;4.0;0;10;0;6;0;3;10.1667;0.227913;132.375;0.351371;936;0;57;570;627
731;31.12.2012;1.0;1;12;0;1;1;2;8.6333;0.223487;86.625;0.154846;585;0;439;2290;2729
432;07.03.2012;;1;3;0;3;1;1;16.1667;0.3851;76.99995;0.345779;490;0;432;4484;4916
178;27.06.2011;3.0;0;6;0;1;1;2;27.3;0.637004;98.74995;0.10758800000000002;819;0;854;3854;4708
212;31.07.2011;3.0;0;7;0;0;0;1;32.2333;0.729796;72.12495;0.16481300000000002;724;0;1524;2778;4302
553;06.07.2012;3.0;1;7;0;5;1;1;33.1333;0.752533;67.62495;0.146142;797;0;1366;4841;6207
84;25.03.2011;2.0;0;3;0;5;1;1;10.5667;0.256312;74.25;0.230725;776;0;300;1910;2210
631;22.09.2012;3.0;1;9;0;6;0;1;26.0;0.610488;97.00005;0.283583;963;0;47138;5883;53021
728;28.12.2012;1.0;1;12;0;5;1;2;10.1333;0.255046;88.5;0.155471;562;0;644;2451;3095
172;21.06.2011;3.0;0;6;0;2;1;2;27.2333;0.637646;115.56255;0.171025;474;0;774;4061;4835
618;09.09.2012;;1;9;0;0;0;1;24.4;0.578925;82.125;0.224496;494;0;2570;5657;8227
223;11.08.2011;3.0;0;8;0;4;1;1;28.7;0.651521;63.5625;0.164796;980;0;812;3980;4792
2;02.01.2011;1.0;0;1;0;0;0;2;14.5391;0.35373899999999997;104.41305;0.24853899999999998;837;1;131;670;801
688;18.11.2012;4.0;1;11;0;0;0;1;13.7;0.337746;103.93755;0.22761199999999998;899;0;922;3747;4669
51;20.02.2011;1.0;0;2;0;0;0;1;11.4087;0.27733;61.1739;0.223235;628;0;639;1173;1812
147;27.05.2011;2.0;0;5;0;5;1;1;27.2667;0.637008;98.0625;0.240679;789;0;871;3808;4679
247;04.09.2011;3.0;0;9;0;0;0;1;28.3667;0.665429;111.31245;0.206467;606;0;2521;2419;4940
570;23.07.2012;3.0;1;7;0;1;1;1;29.6667;0.690017;104.12505;0.138683;603;0;1135;5831;6966
10;10.01.2011;1.0;0;1;0;1;1;1;6.0333;0.15088800000000002;72.43755;0.22326700000000002;897;0;41;1280;1321
217;05.08.2011;3.0;0;8;0;5;1;1;28.4333;0.656567;94.62495;0.184696;747;0;1023;3843;4866
684;14.11.2012;4.0;1;11;0;3;1;1;11.5667;0.281563;82.81245;0.199625;478;0;373;5122;5495
75;16.03.2011;1.0;0;3;0;3;1;2;14.6087;0.36693000000000003;116.4783;0.20311700000000002;837;0;321;1871;2192
610;01.09.2012;3.0;1;9;0;6;0;2;30.1333;0.702654;95.74995;0.113187;823;0;2352;3788;6140
544;27.06.2012;3.0;1;6;0;3;1;1;27.9;0.640792;54.0;0.271775;897;0;1077;6258;7335
495;09.05.2012;2.0;1;5;0;3;1;2;23.0;0.553025;111.62505;0.216412;571;0;620;4097;4717
443;18.03.2012;1.0;1;3;0;0;0;2;18.9;0.46399999999999997;121.5;0.126883;1016;1;2207;3685;5892
561;14.07.2012;3.0;1;7;0;6;0;2;28.1333;0.666042;104.87505;0.143679;809;0;2355;4614;6969
692;22.11.2012;;1;11;1;4;0;1;13.6;0.350371;87.06255;0.05287080000000001;535;0;955;1470;2425
494;08.05.2012;;1;5;0;2;1;2;23.2667;0.557471;102.87495;0.296029;596;0;738;4990;5728
99;09.04.2011;2.0;0;4;0;6;0;2;13.7;0.34152899999999997;131.625;0.13308299999999998;803;0;879;1576;2455
54;23.02.2011;1.0;0;2;0;3;1;1;8.8696;0.24571700000000002;63.45645;0.094113;674;1;139;1778;1917
250;07.09.2011;3.0;0;9;0;3;1;3;23.9667;0.544229;137.56245;0.0970208;892;0;118;1878;1996
131;11.05.2011;2.0;0;5;0;3;1;1;21.7;0.5284;94.93755;0.12064200000000001;549;0;550;3632;4182
500;14.05.2012;2.0;1;5;0;1;1;2;22.9333;0.5499;118.43745;0.21269200000000002;768;0;342;2501;2843
522;05.06.2012;2.0;1;6;0;2;1;2;21.6333;0.525892;91.99995;0.209575;831;0;968;6033;7001
538;21.06.2012;3.0;1;6;0;4;1;1;32.2333;0.752542;85.18755;0.11878699999999999;692;0;778;5127;5905
191;10.07.2011;3.0;0;7;0;0;0;1;29.9;0.690025;86.74995;0.183471;492;0;1743;3138;4881
238;26.08.2011;3.0;0;8;0;5;1;1;28.0;0.659733;114.1875;0.0839625;875;0;768;3893;4661
80;21.03.2011;2.0;0;3;0;1;1;2;17.2174;0.409735;110.60865;0.288783;817;0;401;1676;2077
47;16.02.2011;1.0;0;2;0;3;1;1;12.7304;0.3162;63.5217;0.251791;1029;0;218;1897;2115
6;06.01.2011;1.0;0;1;0;4;1;1;8.1739;0.23320900000000003;77.73915;0.0895652;734;1;88;1518;1606
414;18.02.2012;1.0;1;2;0;6;0;1;13.8667;0.355425;80.18745;0.190929;900;0;1435;2883;4318
384;19.01.2012;1.0;1;1;0;-1;1;1;7.6;0.190038;74.625;0.220158;637;0;130;3162;3292
166;15.06.2011;;0;6;0;3;1;1;25.0667;0.587754;70.75005;0.16791199999999998;749;0;769;4411;5180
375;10.01.2012;1.0;1;1;0;2;1;1;12.3478;0.318826;96.9783;0.187552;598;0;173;3425;3598
282;09.10.2011;4.0;0;10;0;0;0;1;21.6333;0.523983;109.125;0.06345;581;0;2397;3114;5511
224;12.08.2011;;0;8;0;5;1;1;28.3333;0.654042;62.25;-1.0;835;0;1051;3854;4905
521;04.06.2012;2.0;1;6;0;1;1;1;23.9;0.578283;73.06245;0.284833;860;0;1071;5927;6998
293;20.10.2011;4.0;0;10;0;4;1;1;19.0333;0.466525;95.4375;0.422275;751;1;471;3724;4195
635;26.09.2012;4.0;1;9;0;3;1;1;25.4;0.5966130000000001;94.62495;0.2444;1001;0;787;6946;7733
215;03.08.2011;3.0;0;8;0;3;1;2;29.2667;0.679937;98.625;0.13558299999999998;934;0;467;3107;3574
607;29.08.2012;3.0;1;8;0;3;1;1;27.4;0.635733;82.81245;0.112562;575;0;1177;6520;7697
177;26.06.2011;3.0;0;6;0;0;0;1;27.2;0.637629;76.99995;0.09453330000000001;976;0;1920;3385;5305
36;05.02.2011;1.0;0;2;0;6;0;2;9.3333;0.243058;139.37505;0.161079;707;0;100;905;1005
438;13.03.2012;1.0;1;3;0;2;1;1;22.6;0.542929;92.625;0.23695;889;0;762;5085;5847
461;05.04.2012;;1;4;0;4;1;1;17.4;0.431163;56.12505;0.219529;518;1;1192;5265;6457
311;07.11.2011;4.0;0;11;0;-1;1;1;15.8;0.400871;113.8125;0.057225;606;0;373;3662;4035
379;14.01.2012;;1;1;0;6;0;1;7.2;0.183087;68.625;0.187183;944;0;333;2160;2493
391;26.01.2012;1.0;1;1;0;4;1;2;13.6667;0.35605;115.43745;0.07339580000000001;784;1;244;3831;4075
664;25.10.2012;4.0;1;10;0;4;1;2;22.0;0.529688;120.06255;0.124375;492;0;875;6484;7359
710;10.12.2012;4.0;1;12;0;1;1;2;17.4333;0.435575;138.75;0.190308;1031;0;329;4841;5170
563;16.07.2012;;1;7;0;1;1;1;30.5333;0.724125;96.75;0.164187;639;0;1088;5742;6830
678;08.11.2012;;1;11;0;4;1;1;14.087;0.341891;50.0217;0.347835;554;0;340;4975;5315
457;01.04.2012;2.0;1;4;0;0;0;2;17.0333;0.41728699999999996;101.4375;0.172267;664;0;2347;3694;6041
625;16.09.2012;3.0;1;9;0;0;0;1;23.2;0.563125;85.5;0.09018330000000001;589;0;2166;5167;7333
616;07.09.2012;;1;9;0;5;1;1;28.1333;0.657204;;0.171646;929;0;1045;6459;7504
410;14.02.2012;1.0;1;2;0;2;1;2;12.7667;0.333946;76.3125;0.141179;921;1;135;3787;3922
130;10.05.2011;2.0;0;5;0;2;1;1;21.3;0.522721;73.37505;0.11567100000000001;473;0;694;4109;4803
319;15.11.2011;4.0;0;11;0;2;1;2;21.2;0.507579;103.3125;0.199633;852;0;449;3746;4195
225;13.08.2011;3.0;0;8;0;6;0;2;27.4333;0.645858;109.43745;0.211454;935;0;1504;2646;4150
5;05.01.2011;1.0;0;1;0;3;1;1;9.0783;0.22926999999999997;65.54355;0.1869;745;0;82;1518;1600
150;30.05.2011;2.0;0;5;1;1;0;1;29.3333;0.671092;102.75;0.131225;483;0;1549;2549;4098
727;27.12.2012;1.0;1;12;0;4;1;2;10.1667;0.226642;97.93755;0.35013299999999997;561;0;247;1867;2114
160;09.06.2011;2.0;0;6;0;4;1;2;32.3333;0.757579;85.24995;0.149883;906;0;563;3352;3915
207;26.07.2011;3.0;0;7;0;2;1;1;30.8667;0.696979;81.12495;0.200258;692;0;750;3840;4590
479;23.04.2012;;1;4;0;1;1;2;12.8667;0.301125;115.00005;0.303496;512;1;195;3019;3214
381;16.01.2012;1.0;1;1;1;1;0;1;7.6;0.190663;78.375;0.23135799999999998;709;0;217;2081;2298
374;09.01.2012;1.0;1;1;0;1;1;2;8.9667;0.247479;105.25005;0.0989;644;0;106;2270;2376
118;28.04.2011;;0;4;0;4;1;2;24.7;0.578929;;0.32090799999999997;763;0;569;3489;4058
505;19.05.2012;2.0;1;5;0;6;0;1;24.0;0.566908;68.4375;0.083975;1030;0;38061;4884;42945
73;14.03.2011;1.0;0;3;0;1;1;1;13.0087;0.332;74.54355;0.136926;926;0;359;1687;2046
62;03.03.2011;1.0;0;3;0;4;1;1;7.9333;0.200133;47.74995;0.225754;759;0;123;1562;1685
530;13.06.2012;2.0;1;6;0;3;1;1;26.2333;0.611117;87.31245;0.343279;865;0;1173;6248;7421
33;02.02.2011;1.0;0;2;0;3;1;2;10.4;0.254417;116.31255;0.264308;678;0;72;1454;1526
57;26.02.2011;1.0;0;2;0;6;0;1;11.3;0.282192;80.68755;0.18657100000000001;522;0;424;1545;1969
405;09.02.2012;1.0;1;2;0;4;1;1;10.6;0.261988;84.31245;0.194037;1010;0;163;3667;3830
400;04.02.2012;1.0;1;2;0;6;0;2;10.5667;0.272725;116.93745;0.121896;953;1;384;2448;2832
392;27.01.2012;;1;1;0;5;1;2;17.0;0.415383;111.1875;0.342667;977;0;269;3187;3456
613;04.09.2012;3.0;1;9;0;2;1;1;29.0333;0.686888;113.25;0.236321;872;0;867;5997;6864
29;29.01.2011;1.0;0;1;0;6;0;1;7.8609;0.212126;;0.14536500000000002;1018;0;123;975;1098
475;19.04.2012;2.0;1;4;0;4;1;1;19.9333;0.493046;91.875;0.0659292;584;0;846;5719;6565
307;03.11.2011;4.0;0;11;0;4;1;1;16.3333;0.405921;;0.136817;1021;0;318;3656;3974
340;06.12.2011;4.0;0;12;0;2;1;3;18.5;0.4564;142.43745;0.23258299999999998;459;0;126;2468;2594
114;24.04.2011;2.0;0;4;0;0;0;2;23.2667;0.551763;121.62495;0.192175;697;0;1710;2481;4191
674;04.11.2012;4.0;1;11;0;0;0;1;13.0333;0.329538;79.93755;0.179108;684;0;1201;3906;5107
454;29.03.2012;;1;3;0;4;1;1;19.7667;0.482304;65.87505;0.31965;956;0;834;5299;6133
165;14.06.2011;2.0;0;6;0;2;1;1;24.1667;0.591546;76.06245;0.269283;858;0;727;4164;4891
300;27.10.2011;4.0;0;10;0;4;1;2;18.8;0.457046;121.93755;0.19776300000000002;518;0;240;2419;2659
532;15.06.2012;2.0;1;6;0;5;1;1;25.5667;0.599754;88.43745;0.176617;709;0;1563;6102;7665
560;13.07.2012;3.0;1;7;0;5;1;2;29.2667;0.667933;72.87495;0.08085;500;0;1511;5988;7499
467;11.04.2012;2.0;1;4;0;3;1;1;13.9478;0.33727399999999996;70.43475;0.295274;767;0;482;4380;4862
567;20.07.2012;3.0;1;7;0;5;1;2;26.6333;0.613025;126.62505;0.208967;685;0;747;5123;5870
134;14.05.2011;2.0;0;5;0;6;0;2;20.8333;0.500629;138.375;0.13495;928;0;902;2507;3409
106;16.04.2011;2.0;0;4;0;6;0;3;17.2333;0.425492;133.24995;0.340808;577;0;121;674;795
585;07.08.2012;3.0;1;8;0;2;1;2;29.4333;0.697621;105.5625;0.116908;714;0;1278;5995;7273
325;21.11.2011;4.0;0;11;0;1;1;3;17.9;0.445062;136.5;0.138054;865;0;220;2545;2765
58;27.02.2011;1.0;0;2;0;0;0;1;13.7391;0.351109;102.0;0.125248;736;0;694;1708;2402
263;20.09.2011;3.0;0;9;0;2;1;2;22.4667;0.532217;132.1875;0.134954;736;0;438;3203;3641
386;21.01.2012;1.0;1;1;0;6;0;2;6.9333;0.174875;124.6875;0.222642;798;0;67;1234;1301
153;02.06.2011;2.0;0;6;0;4;1;1;28.6;0.643942;45.75;0.29228699999999996;740;1;736;4232;4968
451;26.03.2012;2.0;1;3;0;1;1;1;17.8333;0.43875;71.68755;0.386821;747;0;795;4763;5558
537;20.06.2012;2.0;1;6;0;3;1;1;31.3;0.720975;88.81245;0.11381199999999998;772;0;872;5339;6211
419;23.02.2012;1.0;1;2;0;4;1;1;18.1667;0.444446;83.18745;0.190913;509;0;516;4546;5062
152;01.06.2011;2.0;0;6;0;3;1;2;30.5667;0.720967;101.56245;0.207092;694;0;513;3461;3974
445;20.03.2012;1.0;1;3;0;2;1;1;22.4333;0.538533;121.18755;0.121271;605;1;1051;5042;6093
275;02.10.2011;4.0;0;10;0;0;0;2;14.2667;0.345317;118.75005;0.22201300000000002;485;0;616;2302;2918
668;29.10.2012;4.0;1;10;0;1;1;3;17.6;0.4394;132.0;0.3582;1028;1;2;20;22
644;05.10.2012;4.0;1;10;0;5;1;1;24.6;0.580187;94.125;0.10635;484;0;1516;6640;8156
127;07.05.2011;2.0;0;5;0;6;0;1;20.8;0.512621;81.1875;0.16045;1014;0;1612;3102;4714
376;11.01.2012;1.0;1;1;0;3;1;2;10.9667;0.282821;127.125;0.131221;715;0;92;2085;2177
236;24.08.2011;3.0;0;8;0;3;1;1;26.9333;0.630692;90.75;-1.0;935;0;949;4181;5130
573;26.07.2012;3.0;1;7;0;4;1;1;31.0667;0.739263;89.50005;0.28481300000000004;1012;0;1036;5825;6861
645;06.10.2012;4.0;1;10;0;6;0;1;22.1667;0.538521;99.62505;0.268025;755;0;3031;4934;7965
370;05.01.2012;;1;1;0;4;1;1;10.6333;0.278412;78.62505;0.129987;983;0;140;3132;3272
125;05.05.2011;;0;5;0;4;1;1;18.3667;0.441917;66.62505;0.295392;789;0;614;3819;4433
21;21.01.2011;1.0;0;1;0;5;1;1;7.1;0.157833;68.56245;0.353242;725;0;75;1468;1543
351;17.12.2011;4.0;0;12;0;-1;0;2;10.3333;0.249371;84.12495;0.243167;660;0;275;2464;2739
659;20.10.2012;4.0;1;10;0;6;0;1;19.3667;0.472842;85.93755;0.11753699999999999;988;0;2806;5284;8090
345;11.12.2011;4.0;0;12;0;-1;0;1;8.8333;0.253154;;0.0665417;695;0;377;2366;2743
528;11.06.2012;2.0;1;6;0;1;1;2;28.8333;0.659721;88.18755;0.207713;907;0;1017;5647;6664
493;07.05.2012;2.0;1;5;0;1;1;2;21.5;0.527142;99.62505;0.230721;893;1;1008;5265;6273
270;27.09.2011;4.0;0;9;0;2;1;2;25.4667;0.574525;132.81255;0.118171;903;1;477;3643;4120
82;23.03.2011;2.0;0;3;0;3;1;2;13.8783;0.337939;125.93475;0.23426100000000002;516;0;203;1918;2121
642;03.10.2012;4.0;1;10;0;3;1;2;26.3;0.599133;119.0625;0.0665458;727;0;728;6844;7572
611;02.09.2012;3.0;1;9;0;0;0;2;27.8667;0.649;122.25;0.06407080000000001;946;0;2613;3197;5810
720;20.12.2012;4.0;1;12;0;4;1;2;13.2;0.335217;100.18755;0.132463;883;0;314;3814;4128
525;08.06.2012;2.0;1;6;0;5;1;1;25.9667;0.597862;70.18755;0.17538299999999998;968;0;1488;6248;7736
338;04.12.2011;4.0;0;12;0;0;0;1;13.2333;0.3491;116.37495;0.08395830000000001;998;1;634;2851;3485
715;15.12.2012;4.0;1;12;0;6;0;1;12.9667;0.338383;97.56255;0.10635;619;0;767;4280;5047
402;06.02.2012;1.0;1;2;0;1;1;1;11.3044;0.296426;93.3261;0.1538;750;0;206;3578;3784
43;12.02.2011;1.0;0;2;0;6;0;1;8.9;0.232954;81.62505;0.20336700000000002;709;0;288;1184;1472
448;23.03.2012;2.0;1;3;0;5;1;2;24.0667;0.570067;104.12505;0.1163;535;1;26150;5893;32043
46;15.02.2011;1.0;0;2;0;2;1;1;10.6435;0.254274;47.1522;0.29137399999999997;565;0;140;1675;1815
156;05.06.2011;2.0;0;6;0;0;0;2;25.9333;0.616804;97.875;0.138692;495;0;1685;3221;4906
149;29.05.2011;2.0;0;5;0;0;0;1;26.7;0.61555;;0.21393800000000002;667;1;2355;2433;4788
199;18.07.2011;3.0;0;7;0;1;1;1;29.8667;0.703925;97.6875;0.215804;840;0;841;3617;4458
123;03.05.2011;2.0;0;5;0;2;1;2;24.6667;0.582079;104.56245;0.342667;666;0;603;3848;4451
520;03.06.2012;2.0;1;6;0;0;0;1;24.1;0.575133;73.99995;0.184087;502;1;2494;5147;7641
294;21.10.2011;4.0;0;10;0;5;1;1;17.1;0.42359600000000003;86.12505;0.221396;918;0;676;3628;4304
364;30.12.2011;1.0;0;12;0;5;1;1;12.4667;0.318812;95.50005;0.13433699999999998;918;0;491;2508;2999
289;16.10.2011;4.0;0;10;0;0;0;1;20.4667;0.503154;73.00005;0.281717;576;1;1748;3293;5041
111;21.04.2011;2.0;0;4;0;4;1;1;18.3667;0.453892;61.06245;0.325258;995;0;745;3444;4189
671;01.11.2012;4.0;1;11;0;4;1;2;14.6333;0.369942;87.25005;0.157346;746;1;466;5520;5986
382;17.01.2012;1.0;1;1;0;2;1;2;14.9217;0.36427800000000005;107.41305;0.34913;786;0;127;2808;2935
558;11.07.2012;3.0;1;7;0;3;1;1;28.6667;0.650271;94.99995;0.15173299999999998;707;0;975;6289;7264
507;21.05.2012;2.0;1;5;0;1;1;2;23.9333;0.565667;;0.233204;967;0;630;3729;4359
539;22.06.2012;3.0;1;6;0;5;1;1;31.1;0.724121;86.0625;0.182842;885;0;964;4859;5823
329;25.11.2011;;0;11;0;5;1;1;15.0;0.380671;96.5625;0.0988958;931;0;1095;1697;2792
403;07.02.2012;1.0;1;2;0;2;1;1;14.1667;0.361104;74.4375;0.147379;821;0;199;4176;4375
138;18.05.2011;2.0;0;5;0;3;1;2;22.0;0.527158;;0.201492;832;0;536;3319;3855
297;24.10.2011;4.0;0;10;0;1;1;1;18.5333;0.457067;115.81245;0.11879200000000001;645;0;699;3488;4187
28;28.01.2011;1.0;0;1;0;5;1;2;8.1391;0.22331700000000002;118.95645;0.1233;854;0;38;1129;1167
667;28.10.2012;;1;10;0;0;0;2;19.1;0.467771;104.18745;0.398008;822;0;998;3461;4459
122;02.05.2011;2.0;0;5;0;1;1;2;21.9667;0.532833;;0.183454;504;0;847;3554;4401
37;06.02.2011;1.0;0;2;0;0;0;1;11.4333;0.291671;85.24995;0.1418;565;0;354;1269;1623
292;19.10.2011;4.0;0;10;0;3;1;3;21.6696;0.513848;134.28255;0.243339;502;0;254;2170;2424
535;18.06.2012;2.0;1;6;0;1;1;2;22.7333;0.544842;116.68755;0.174746;711;0;653;4446;5099
468;12.04.2012;2.0;1;4;0;4;1;1;15.9;0.387604;69.9375;0.290429;765;0;663;4746;5409
164;13.06.2011;2.0;0;6;0;1;1;1;25.4;0.601654;74.18745;0.30535;706;0;863;4157;5020
96;06.04.2011;2.0;0;4;0;3;1;1;15.6333;0.387608;70.62495;0.263063;789;0;413;2395;2808
482;26.04.2012;2.0;1;4;0;4;1;2;19.9333;0.483583;;0.176625;946;0;475;4551;5026
205;24.07.2011;3.0;0;7;0;0;0;1;33.2;0.794829;82.62495;0.16917100000000002;561;0;1050;2556;3606
174;23.06.2011;3.0;0;6;0;4;1;2;29.1333;0.693833;105.49995;0.238804;925;0;746;4044;4790
589;11.08.2012;;1;8;0;6;0;2;27.7;0.638267;109.93755;0.206479;538;0;2247;4052;6299
230;18.08.2011;3.0;0;8;0;4;1;1;28.4667;0.662258;98.18745;0.233208;846;0;639;3166;3805
649;10.10.2012;4.0;1;10;0;3;1;1;20.5667;0.503142;94.62495;0.18782100000000002;634;1;780;6911;7691
265;22.09.2011;3.0;0;9;0;4;1;2;25.1333;0.554963;135.31245;0.128125;919;0;555;4240;4795
79;20.03.2011;1.0;0;3;0;0;0;1;13.3;0.32575;71.0625;0.20772100000000002;870;0;1047;1424;2471
434;09.03.2012;1.0;1;3;0;5;1;2;16.4333;0.397083;61.06245;0.4148;576;0;447;4122;4569
393;28.01.2012;1.0;1;1;0;6;0;1;12.6333;0.326379;81.49995;0.210829;479;0;775;3248;4023
143;23.05.2011;;0;5;0;1;1;2;25.2667;0.590296;121.5;0.233842;545;0;836;3438;4274
543;26.06.2012;3.0;1;6;0;2;1;1;25.2333;0.594704;55.99995;0.347642;683;0;1077;6365;7442
26;26.01.2011;1.0;0;1;0;3;1;3;8.7;0.2036;129.375;0.29385;602;0;34;472;506
112;22.04.2011;2.0;0;4;0;5;1;2;13.4667;0.321954;109.43745;0.219521;540;1;177;1506;1683
41;10.02.2011;1.0;0;2;0;4;1;1;5.7739;0.14954800000000001;65.60865;0.221935;840;0;47;1491;1538
719;19.12.2012;;1;12;0;3;1;1;13.3;0.34216199999999997;93.81255;0.184092;951;0;333;4934;5267
429;04.03.2012;1.0;1;3;0;0;0;1;13.0333;0.303021;60.49995;0.334571;569;0;710;2713;3423
600;22.08.2012;3.0;1;8;0;3;1;1;26.7;0.621854;101.56245;0.0702833;553;0;1094;6281;7375
663;24.10.2012;4.0;1;10;0;3;1;1;23.5;0.558721;95.4375;0.07277919999999999;707;0;795;6898;7693
463;07.04.2012;2.0;1;4;0;6;0;1;17.5;0.426129;38.12505;0.274871;875;0;3252;3605;6857
104;14.04.2011;2.0;0;4;0;4;1;1;18.7;0.462742;81.06255;0.1107;726;0;529;2738;3267
